Direction,ReferenceIndex,PayDate,AccrualStart,AccrualEnd,Days,Notional,Principal,ResetDate,ResetRate,Payment,Discount,PV
REC,EURIBOR3M,10/22/2040,07/23/2040,10/22/2040,91,10000000,0,07/19/2040,3.25231,80898.37,0.66933,54147.73
REC,EURIBOR3M,01/22/2041,10/22/2040,01/22/2041,92,10000000,0,10/18/2040,3.07652,77294.98,0.664236,51342.13
REC,EURIBOR3M,04/23/2041,01/22/2041,04/23/2041,91,10000000,0,01/18/2041,3.07639,76451.5,0.659239,50399.79
REC,EURIBOR3M,07/22/2041,04/23/2041,07/22/2041,90,10000000,0,04/17/2041,3.07626,75608.1,0.654333,49472.88
REC,EURIBOR3M,10/22/2041,07/22/2041,10/22/2041,92,10000000,0,07/18/2041,3.07652,77294.98,0.649356,50191.97
REC,EURIBOR3M,01/22/2042,10/22/2041,01/22/2042,92,10000000,0,10/18/2041,3.07652,77294.98,0.644417,49810.2
REC,EURIBOR3M,04/22/2042,01/22/2042,04/22/2042,90,10000000,0,01/20/2042,3.07626,75608.1,0.639622,48360.58
REC,EURIBOR3M,07/22/2042,04/22/2042,07/22/2042,91,10000000,0,04/18/2042,3.07639,76451.5,0.634809,48532.13
REC,EURIBOR3M,10/22/2042,07/22/2042,10/22/2042,92,10000000,0,07/18/2042,3.07652,77294.98,0.629981,48694.36
REC,EURIBOR3M,01/22/2043,10/22/2042,01/22/2043,92,10000000,0,10/20/2042,3.07652,77294.98,0.625189,48323.99
REC,EURIBOR3M,04/22/2043,01/22/2043,04/22/2043,90,10000000,0,01/20/2043,3.07626,75608.1,0.620537,46917.62
REC,EURIBOR3M,07/22/2043,04/22/2043,07/22/2043,91,10000000,0,04/20/2043,3.07639,76451.5,0.615868,47084.05
REC,EURIBOR3M,10/22/2043,07/22/2043,10/22/2043,92,10000000,0,07/20/2043,3.07652,77294.98,0.611184,47241.44
REC,EURIBOR3M,01/22/2044,10/22/2043,01/22/2044,92,10000000,0,10/20/2043,3.07652,77294.98,0.606535,46882.12
REC,EURIBOR3M,04/22/2044,01/22/2044,04/22/2044,91,10000000,0,01/20/2044,3.07639,76451.5,0.601972,46021.64
REC,EURIBOR3M,07/22/2044,04/22/2044,07/22/2044,91,10000000,0,04/20/2044,3.07639,76451.5,0.597443,45675.38
REC,EURIBOR3M,10/24/2044,07/22/2044,10/24/2044,94,10000000,0,07/20/2044,3.07679,78982.15,0.5928,46820.62
REC,EURIBOR3M,01/23/2045,10/24/2044,01/23/2045,91,10000000,0,10/20/2044,3.07639,76451.5,0.58834,44979.47
REC,EURIBOR3M,04/24/2045,01/23/2045,04/24/2045,91,10000000,0,01/19/2045,3.07639,76451.5,0.583913,44641.06
REC,EURIBOR3M,07/24/2045,04/24/2045,07/24/2045,91,10000000,0,04/20/2045,3.07639,76451.5,0.57952,44305.19
REC,EURIBOR3M,10/23/2045,07/24/2045,10/23/2045,91,10000000,0,07/20/2045,3.07639,76451.5,0.57516,43971.85
REC,EURIBOR3M,01/22/2046,10/23/2045,01/22/2046,91,10000000,0,10/19/2045,2.80234,69523.97,0.571201,39712.18
REC,EURIBOR3M,04/23/2046,01/22/2046,04/23/2046,91,10000000,0,01/18/2046,2.80234,69523.97,0.567274,39439.12
REC,EURIBOR3M,07/23/2046,04/23/2046,07/23/2046,91,10000000,0,04/19/2046,2.80234,69523.97,0.563373,39167.94
REC,EURIBOR3M,10/22/2046,07/23/2046,10/22/2046,91,10000000,0,07/19/2046,2.80234,69523.97,0.559499,38898.63
REC,EURIBOR3M,01/22/2047,10/22/2046,01/22/2047,92,10000000,0,10/18/2046,2.80245,70290.75,0.55561,39054.27
REC,EURIBOR3M,04/22/2047,01/22/2047,04/22/2047,90,10000000,0,01/18/2047,2.80223,68757.25,0.551832,37942.44
REC,EURIBOR3M,07/22/2047,04/22/2047,07/22/2047,91,10000000,0,04/18/2047,2.80234,69523.97,0.548038,38101.74
REC,EURIBOR3M,10/22/2047,07/22/2047,10/22/2047,92,10000000,0,07/18/2047,2.80245,70290.75,0.544228,38254.2
REC,EURIBOR3M,01/22/2048,10/22/2047,01/22/2048,92,10000000,0,10/18/2047,2.80245,70290.75,0.540445,37988.28
REC,EURIBOR3M,04/22/2048,01/22/2048,04/22/2048,91,10000000,0,01/20/2048,2.80234,69523.97,0.536729,37315.53
REC,EURIBOR3M,07/22/2048,04/22/2048,07/22/2048,91,10000000,0,04/20/2048,2.80234,69523.97,0.533038,37058.95
REC,EURIBOR3M,10/22/2048,07/22/2048,10/22/2048,92,10000000,0,07/20/2048,2.80245,70290.75,0.529333,37207.23
REC,EURIBOR3M,01/22/2049,10/22/2048,01/22/2049,92,10000000,0,10/20/2048,2.80245,70290.75,0.525654,36948.6
REC,EURIBOR3M,04/22/2049,01/22/2049,04/22/2049,90,10000000,0,01/20/2049,2.80223,68757.25,0.522079,35896.72
REC,EURIBOR3M,07/22/2049,04/22/2049,07/22/2049,91,10000000,0,04/20/2049,2.80234,69523.97,0.518489,36047.43
REC,EURIBOR3M,10/22/2049,07/22/2049,10/22/2049,92,10000000,0,07/20/2049,2.80245,70290.75,0.514885,36191.66
REC,EURIBOR3M,01/24/2050,10/22/2049,01/24/2050,94,10000000,0,10/20/2049,2.80266,71824.5,0.511229,36718.73
REC,EURIBOR3M,04/22/2050,01/24/2050,04/22/2050,88,10000000,0,01/20/2050,2.80201,67223.99,0.507829,34138.29
REC,EURIBOR3M,07/22/2050,04/22/2050,07/22/2050,91,10000000,0,04/20/2050,2.80234,69523.97,0.504337,35063.52
REC,EURIBOR3M,10/24/2050,07/22/2050,10/24/2050,94,10000000,0,07/20/2050,2.80266,71824.5,0.500755,35966.51
REC,EURIBOR3M,01/23/2051,10/24/2050,01/23/2051,91,10000000,0,10/20/2050,2.70018,66941.75,0.497457,33300.64
REC,EURIBOR3M,04/24/2051,01/23/2051,04/24/2051,91,10000000,0,01/19/2051,2.70018,66941.75,0.494182,33081.39
REC,EURIBOR3M,07/24/2051,04/24/2051,07/24/2051,91,10000000,0,04/20/2051,2.70018,66941.75,0.490928,32863.59
REC,EURIBOR3M,10/23/2051,07/24/2051,10/23/2051,91,10000000,0,07/20/2051,2.70018,66941.75,0.487696,32647.22
REC,EURIBOR3M,01/22/2052,10/23/2051,01/22/2052,91,10000000,0,10/19/2051,2.70018,66941.75,0.484485,32432.27
REC,EURIBOR3M,04/23/2052,01/22/2052,04/23/2052,92,10000000,0,01/18/2052,2.70028,67679.95,0.48126,32571.67
REC,EURIBOR3M,07/22/2052,04/23/2052,07/22/2052,90,10000000,0,04/17/2052,2.70008,66203.6,0.478126,31653.69
REC,EURIBOR3M,10/22/2052,07/22/2052,10/22/2052,92,10000000,0,07/18/2052,2.70028,67679.95,0.474944,32144.19
REC,EURIBOR3M,01/22/2053,10/22/2052,01/22/2053,92,10000000,0,10/18/2052,2.70028,67679.95,0.471783,31930.24
REC,EURIBOR3M,04/22/2053,01/22/2053,04/22/2053,90,10000000,0,01/20/2053,2.70008,66203.6,0.468711,31030.33
REC,EURIBOR3M,07/22/2053,04/22/2053,07/22/2053,91,10000000,0,04/18/2053,2.70018,66941.75,0.465625,31169.74
REC,EURIBOR3M,10/22/2053,07/22/2053,10/22/2053,92,10000000,0,07/18/2053,2.70028,67679.95,0.462526,31303.71
REC,EURIBOR3M,01/22/2054,10/22/2053,01/22/2054,92,10000000,0,10/20/2053,2.70028,67679.95,0.459447,31095.35
REC,EURIBOR3M,04/22/2054,01/22/2054,04/22/2054,90,10000000,0,01/20/2054,2.70008,66203.6,0.456455,30218.98
REC,EURIBOR3M,07/22/2054,04/22/2054,07/22/2054,91,10000000,0,04/20/2054,2.70018,66941.75,0.45345,30354.73
REC,EURIBOR3M,10/22/2054,07/22/2054,10/22/2054,92,10000000,0,07/20/2054,2.70028,67679.95,0.450432,30485.21
REC,EURIBOR3M,01/22/2055,10/22/2054,01/22/2055,92,10000000,0,10/20/2054,2.70028,67679.95,0.447434,30282.3
REC,EURIBOR3M,04/22/2055,01/22/2055,04/22/2055,90,10000000,0,01/20/2055,2.70008,66203.6,0.44452,29428.84
REC,EURIBOR3M,07/22/2055,04/22/2055,07/22/2055,91,10000000,0,04/20/2055,2.70018,66941.75,0.441594,29561.04
REC,EURIBOR3M,10/22/2055,07/22/2055,10/22/2055,92,10000000,10000000,07/20/2055,2.70028,10067679.95,0.438654,4416231.36
PAY,EURIBOR6M,10/22/2035,NULL,NULL,NULL,NULL,10000000,NULL,NULL,10000000,0.784562,7845619.51
PAY,EURIBOR6M,04/22/2036,10/22/2035,04/22/2036,183,-10000000,0,10/18/2035,3.13205,-159212.33,0.772388,-122973.69
PAY,EURIBOR6M,10/22/2036,04/22/2036,10/22/2036,183,-10000000,0,04/18/2036,3.13205,-159212.33,0.760401,-121065.23
PAY,EURIBOR6M,04/22/2037,10/22/2036,04/22/2037,182,-10000000,0,10/20/2036,3.19363,-161455.88,0.748504,-120850.42
PAY,EURIBOR6M,10/22/2037,04/22/2037,10/22/2037,183,-10000000,0,04/20/2037,3.19377,-162350.16,0.736729,-119608.06
PAY,EURIBOR6M,04/22/2038,10/22/2037,04/22/2038,182,-10000000,0,10/20/2037,3.21676,-162625.17,0.725085,-117917.05
PAY,EURIBOR6M,10/22/2038,04/22/2038,10/22/2038,183,-10000000,0,04/20/2038,3.2169,-163525.98,0.713562,-116685.89
PAY,EURIBOR6M,04/22/2039,10/22/2038,04/22/2039,182,-10000000,0,10/20/2038,3.21676,-162625.17,0.702283,-114208.93
PAY,EURIBOR6M,10/24/2039,04/22/2039,10/24/2039,185,-10000000,0,04/20/2039,3.21719,-165327.84,0.691002,-114241.79
PAY,EURIBOR6M,04/23/2040,10/24/2039,04/23/2040,182,-10000000,0,10/20/2039,3.21676,-162625.17,0.68008,-110598.06
PAY,EURIBOR6M,10/22/2040,04/23/2040,10/22/2040,182,-10000000,0,04/19/2040,3.21676,-162625.17,0.66933,-108849.95
PAY,EURIBOR6M,04/23/2041,10/22/2040,04/23/2041,183,-10000000,0,10/18/2040,3.03534,-154296.35,0.659239,-101718.13
PAY,EURIBOR6M,10/22/2041,04/23/2041,10/22/2041,182,-10000000,0,04/17/2041,3.03521,-153446.76,0.649356,-99641.6
PAY,EURIBOR6M,04/22/2042,10/22/2041,04/22/2042,182,-10000000,0,10/18/2041,3.03521,-153446.76,0.639622,-98147.88
PAY,EURIBOR6M,10/22/2042,04/22/2042,10/22/2042,183,-10000000,0,04/18/2042,3.03534,-154296.35,0.629981,-97203.76
PAY,EURIBOR6M,04/22/2043,10/22/2042,04/22/2043,182,-10000000,0,10/20/2042,3.03521,-153446.76,0.620537,-95219.39
PAY,EURIBOR6M,10/22/2043,04/22/2043,10/22/2043,183,-10000000,0,04/20/2043,3.03534,-154296.35,0.611184,-94303.43
PAY,EURIBOR6M,04/22/2044,10/22/2043,04/22/2044,183,-10000000,0,10/20/2043,3.03534,-154296.35,0.601972,-92882.03
PAY,EURIBOR6M,10/24/2044,04/22/2044,10/24/2044,185,-10000000,0,04/20/2044,3.03559,-155995.73,0.5928,-92474.27
PAY,EURIBOR6M,04/24/2045,10/24/2044,04/24/2045,182,-10000000,0,10/20/2044,3.03521,-153446.76,0.583913,-89599.62
PAY,EURIBOR6M,10/23/2045,04/24/2045,10/23/2045,182,-10000000,0,04/20/2045,3.03521,-153446.76,0.57516,-88256.44
PAY,EURIBOR6M,04/23/2046,10/23/2045,04/23/2046,182,-10000000,0,10/19/2045,2.75594,-139328,0.567274,-79037.1
PAY,EURIBOR6M,10/22/2046,04/23/2046,10/22/2046,182,-10000000,0,04/19/2046,2.75594,-139328,0.559499,-77953.94
PAY,EURIBOR6M,04/22/2047,10/22/2046,04/22/2047,182,-10000000,0,10/18/2046,2.75594,-139328,0.551832,-76885.62
PAY,EURIBOR6M,10/22/2047,04/22/2047,10/22/2047,183,-10000000,0,04/18/2047,2.75604,-140098.87,0.544228,-76245.73
PAY,EURIBOR6M,04/22/2048,10/22/2047,04/22/2048,183,-10000000,0,10/18/2047,2.75604,-140098.87,0.536729,-75195.12
PAY,EURIBOR6M,10/22/2048,04/22/2048,10/22/2048,183,-10000000,0,04/20/2048,2.75604,-140098.87,0.529333,-74158.99
PAY,EURIBOR6M,04/22/2049,10/22/2048,04/22/2049,182,-10000000,0,10/20/2048,2.75594,-139328,0.522079,-72740.22
PAY,EURIBOR6M,10/22/2049,04/22/2049,10/22/2049,183,-10000000,0,04/20/2049,2.75604,-140098.87,0.514885,-72134.83
PAY,EURIBOR6M,04/22/2050,10/22/2049,04/22/2050,182,-10000000,0,10/20/2049,2.75594,-139328,0.507829,-70754.78
PAY,EURIBOR6M,10/24/2050,04/22/2050,10/24/2050,185,-10000000,0,04/20/2050,2.75625,-141640.8,0.500755,-70927.4
PAY,EURIBOR6M,04/24/2051,10/24/2050,04/24/2051,182,-10000000,0,10/20/2050,2.64942,-133942.85,0.494182,-66192.12
PAY,EURIBOR6M,10/23/2051,04/24/2051,10/23/2051,182,-10000000,0,04/20/2051,2.64942,-133942.85,0.487696,-65323.39
PAY,EURIBOR6M,04/23/2052,10/23/2051,04/23/2052,183,-10000000,0,10/19/2051,2.64952,-134683.74,0.48126,-64817.94
PAY,EURIBOR6M,10/22/2052,04/23/2052,10/22/2052,182,-10000000,0,04/17/2052,2.64942,-133942.85,0.474944,-63615.36
PAY,EURIBOR6M,04/22/2053,10/22/2052,04/22/2053,182,-10000000,0,10/18/2052,2.64942,-133942.85,0.468711,-62780.45
PAY,EURIBOR6M,10/22/2053,04/22/2053,10/22/2053,183,-10000000,0,04/18/2053,2.64952,-134683.74,0.462526,-62294.68
PAY,EURIBOR6M,04/22/2054,10/22/2053,04/22/2054,182,-10000000,0,10/20/2053,2.64942,-133942.85,0.456455,-61138.92
PAY,EURIBOR6M,10/22/2054,04/22/2054,10/22/2054,183,-10000000,0,04/20/2054,2.64952,-134683.74,0.450432,-60665.85
PAY,EURIBOR6M,04/22/2055,10/22/2054,04/22/2055,182,-10000000,0,10/20/2054,2.64942,-133942.85,0.44452,-59540.31
PAY,EURIBOR6M,10/22/2055,04/22/2055,10/22/2055,183,-10000000,-10000000,04/20/2055,2.64952,-10134683.74,0.438654,-4445622.86
